pair_id,pair_ai,trial_id,batch,target_identity,target_ai,control_framing,target_framing,note_timing,request_order,control_task,target_task,target_begun_first
distress_control|distress|efficiency|before|control_first|mistral_large|029,mistral_large,T09912,distress_control,human,,distress,efficiency,before,control_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|control_first|mistral_large|009,mistral_large,T09818,distress_control,ai,mistral_large,distress,efficiency,before,control_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|control_first|mistral_large|009,mistral_large,T09892,distress_control,human,,distress,efficiency,before,control_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt4o|100,gpt4o,T10441,distress_control,ai,gpt4o,distress,efficiency,before,target_first,onboarding_checklist,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt4o|100,gpt4o,T10640,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt4o|099,gpt4o,T10440,distress_control,ai,gpt4o,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt4o|099,gpt4o,T10639,distress_control,human,,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt4o|098,gpt4o,T10439,distress_control,ai,gpt4o,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt4o|098,gpt4o,T10638,distress_control,human,,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt4o|097,gpt4o,T10438,distress_control,ai,gpt4o,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|097,gpt4o,T10637,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|096,gpt4o,T10437,distress_control,ai,gpt4o,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|096,gpt4o,T10636,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|095,gpt4o,T10436,distress_control,ai,gpt4o,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|095,gpt4o,T10635,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|094,gpt4o,T10435,distress_control,ai,gpt4o,distress,efficiency,before,target_first,onboarding_checklist,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt4o|094,gpt4o,T10634,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt4o|093,gpt4o,T10434,distress_control,ai,gpt4o,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt4o|093,gpt4o,T10633,distress_control,human,,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt4o|092,gpt4o,T10433,distress_control,ai,gpt4o,distress,efficiency,before,target_first,backup_runbook,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt4o|092,gpt4o,T10632,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt4o|091,gpt4o,T10432,distress_control,ai,gpt4o,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt4o|091,gpt4o,T10631,distress_control,human,,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt4o|090,gpt4o,T10431,distress_control,ai,gpt4o,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|efficiency|before|target_first|gpt4o|090,gpt4o,T10630,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|efficiency|before|target_first|gpt4o|089,gpt4o,T10430,distress_control,ai,gpt4o,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt4o|089,gpt4o,T10629,distress_control,human,,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt4o|088,gpt4o,T10429,distress_control,ai,gpt4o,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt4o|088,gpt4o,T10628,distress_control,human,,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt4o|087,gpt4o,T10428,distress_control,ai,gpt4o,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt4o|087,gpt4o,T10627,distress_control,human,,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt4o|086,gpt4o,T10427,distress_control,ai,gpt4o,distress,efficiency,before,target_first,onboarding_checklist,release_notes,0
distress_control|distress|efficiency|before|target_first|gpt4o|086,gpt4o,T10626,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|085,gpt4o,T10426,distress_control,ai,gpt4o,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt4o|085,gpt4o,T10625,distress_control,human,,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt4o|084,gpt4o,T10425,distress_control,ai,gpt4o,distress,efficiency,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|084,gpt4o,T10624,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|083,gpt4o,T10424,distress_control,ai,gpt4o,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt4o|083,gpt4o,T10623,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt4o|082,gpt4o,T10423,distress_control,ai,gpt4o,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt4o|082,gpt4o,T10622,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|gpt4o|081,gpt4o,T10422,distress_control,ai,gpt4o,distress,efficiency,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt4o|081,gpt4o,T10621,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt4o|080,gpt4o,T10421,distress_control,ai,gpt4o,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt4o|080,gpt4o,T10620,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|gpt4o|079,gpt4o,T10420,distress_control,ai,gpt4o,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt4o|079,gpt4o,T10619,distress_control,human,,distress,efficiency,before,target_first,release_notes,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|gpt4o|078,gpt4o,T10419,distress_control,ai,gpt4o,distress,efficiency,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt4o|078,gpt4o,T10618,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|gpt4o|077,gpt4o,T10418,distress_control,ai,gpt4o,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|077,gpt4o,T10617,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|076,gpt4o,T10417,distress_control,ai,gpt4o,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt4o|076,gpt4o,T10616,distress_control,human,,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt4o|075,gpt4o,T10416,distress_control,ai,gpt4o,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|efficiency|before|target_first|gpt4o|075,gpt4o,T10615,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|efficiency|before|target_first|gpt4o|074,gpt4o,T10415,distress_control,ai,gpt4o,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt4o|074,gpt4o,T10614,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|efficiency|before|target_first|gpt4o|073,gpt4o,T10414,distress_control,ai,gpt4o,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|073,gpt4o,T10613,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|072,gpt4o,T10413,distress_control,ai,gpt4o,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt4o|072,gpt4o,T10612,distress_control,human,,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt4o|071,gpt4o,T10412,distress_control,ai,gpt4o,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|071,gpt4o,T10611,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|070,gpt4o,T10411,distress_control,ai,gpt4o,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|efficiency|before|target_first|gpt4o|070,gpt4o,T10610,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt4o|069,gpt4o,T10410,distress_control,ai,gpt4o,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|069,gpt4o,T10609,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt4o|068,gpt4o,T10409,distress_control,ai,gpt4o,distress,efficiency,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|gpt4o|068,gpt4o,T10608,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|gpt41|100,gpt41,T10316,distress_control,ai,gpt41,distress,efficiency,before,target_first,onboarding_checklist,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt41|100,gpt41,T10640,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt41|099,gpt41,T10315,distress_control,ai,gpt41,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt41|099,gpt41,T10639,distress_control,human,,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt41|098,gpt41,T10314,distress_control,ai,gpt41,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt41|098,gpt41,T10638,distress_control,human,,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt41|097,gpt41,T10313,distress_control,ai,gpt41,distress,efficiency,before,target_first,backup_runbook,release_notes,0
distress_control|distress|efficiency|before|target_first|gpt41|097,gpt41,T10637,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt41|096,gpt41,T10312,distress_control,ai,gpt41,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt41|096,gpt41,T10636,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt41|095,gpt41,T10311,distress_control,ai,gpt41,distress,efficiency,before,target_first,backup_runbook,release_notes,0
distress_control|distress|efficiency|before|target_first|gpt41|095,gpt41,T10635,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt41|094,gpt41,T10310,distress_control,ai,gpt41,distress,efficiency,before,target_first,onboarding_checklist,backup_runbook,1
distress_control|distress|efficiency|before|target_first|gpt41|094,gpt41,T10634,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt41|093,gpt41,T10309,distress_control,ai,gpt41,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt41|093,gpt41,T10633,distress_control,human,,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt41|092,gpt41,T10308,distress_control,ai,gpt41,distress,efficiency,before,target_first,backup_runbook,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt41|092,gpt41,T10632,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt41|091,gpt41,T10307,distress_control,ai,gpt41,distress,efficiency,before,target_first,release_notes,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|gpt41|091,gpt41,T10631,distress_control,human,,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt41|090,gpt41,T10306,distress_control,ai,gpt41,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|efficiency|before|target_first|gpt41|090,gpt41,T10630,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|efficiency|before|target_first|gpt41|089,gpt41,T10305,distress_control,ai,gpt41,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt41|089,gpt41,T10629,distress_control,human,,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt41|088,gpt41,T10304,distress_control,ai,gpt41,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt41|088,gpt41,T10628,distress_control,human,,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt41|087,gpt41,T10303,distress_control,ai,gpt41,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt41|087,gpt41,T10627,distress_control,human,,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt41|086,gpt41,T10302,distress_control,ai,gpt41,distress,efficiency,before,target_first,onboarding_checklist,release_notes,0
distress_control|distress|efficiency|before|target_first|gpt41|086,gpt41,T10626,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt41|085,gpt41,T10301,distress_control,ai,gpt41,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt41|085,gpt41,T10625,distress_control,human,,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt41|084,gpt41,T10300,distress_control,ai,gpt41,distress,efficiency,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt41|084,gpt41,T10624,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt41|083,gpt41,T10299,distress_control,ai,gpt41,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt41|083,gpt41,T10623,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt41|082,gpt41,T10298,distress_control,ai,gpt41,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt41|082,gpt41,T10622,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|gpt41|081,gpt41,T10297,distress_control,ai,gpt41,distress,efficiency,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt41|081,gpt41,T10621,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt41|080,gpt41,T10296,distress_control,ai,gpt41,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt41|080,gpt41,T10620,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|gpt41|079,gpt41,T10295,distress_control,ai,gpt41,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt41|079,gpt41,T10619,distress_control,human,,distress,efficiency,before,target_first,release_notes,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|gpt41|078,gpt41,T10294,distress_control,ai,gpt41,distress,efficiency,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gpt41|078,gpt41,T10618,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|gpt41|077,gpt41,T10293,distress_control,ai,gpt41,distress,efficiency,before,target_first,backup_runbook,release_notes,0
distress_control|distress|efficiency|before|target_first|gpt41|077,gpt41,T10617,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt41|076,gpt41,T10292,distress_control,ai,gpt41,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt41|076,gpt41,T10616,distress_control,human,,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gpt41|075,gpt41,T10291,distress_control,ai,gpt41,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt41|075,gpt41,T10615,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|efficiency|before|target_first|gpt41|074,gpt41,T10290,distress_control,ai,gpt41,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|efficiency|before|target_first|gpt41|074,gpt41,T10614,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|efficiency|before|target_first|gpt41|073,gpt41,T10289,distress_control,ai,gpt41,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt41|073,gpt41,T10613,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt41|072,gpt41,T10288,distress_control,ai,gpt41,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt41|072,gpt41,T10612,distress_control,human,,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt41|071,gpt41,T10287,distress_control,ai,gpt41,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt41|071,gpt41,T10611,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt41|070,gpt41,T10286,distress_control,ai,gpt41,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt41|070,gpt41,T10610,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gpt41|069,gpt41,T10285,distress_control,ai,gpt41,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt41|069,gpt41,T10609,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|gpt41|068,gpt41,T10284,distress_control,ai,gpt41,distress,efficiency,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|gpt41|068,gpt41,T10608,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|sonnet45|166,sonnet45,T10540,distress_control,ai,sonnet45,distress,efficiency,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|sonnet45|166,sonnet45,T10706,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|sonnet45|159,sonnet45,T10539,distress_control,ai,sonnet45,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|sonnet45|159,sonnet45,T10699,distress_control,human,,distress,efficiency,before,target_first,release_notes,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|sonnet45|154,sonnet45,T10538,distress_control,ai,sonnet45,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|154,sonnet45,T10694,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|153,sonnet45,T10537,distress_control,ai,sonnet45,distress,efficiency,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|sonnet45|153,sonnet45,T10693,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|sonnet45|151,sonnet45,T10536,distress_control,ai,sonnet45,distress,efficiency,before,target_first,backup_runbook,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|sonnet45|151,sonnet45,T10691,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|sonnet45|148,sonnet45,T10535,distress_control,ai,sonnet45,distress,efficiency,before,target_first,backup_runbook,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|sonnet45|148,sonnet45,T10688,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|sonnet45|139,sonnet45,T10534,distress_control,ai,sonnet45,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|139,sonnet45,T10679,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|132,sonnet45,T10533,distress_control,ai,sonnet45,distress,efficiency,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|132,sonnet45,T10672,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|121,sonnet45,T10532,distress_control,ai,sonnet45,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|121,sonnet45,T10661,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|118,sonnet45,T10531,distress_control,ai,sonnet45,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,0
distress_control|distress|efficiency|before|target_first|sonnet45|118,sonnet45,T10658,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|efficiency|before|target_first|sonnet45|117,sonnet45,T10530,distress_control,ai,sonnet45,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|sonnet45|117,sonnet45,T10657,distress_control,human,,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|sonnet45|110,sonnet45,T10529,distress_control,ai,sonnet45,distress,efficiency,before,target_first,onboarding_checklist,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|sonnet45|110,sonnet45,T10650,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|sonnet45|109,sonnet45,T10528,distress_control,ai,sonnet45,distress,efficiency,before,target_first,onboarding_checklist,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|sonnet45|109,sonnet45,T10649,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|sonnet45|106,sonnet45,T10527,distress_control,ai,sonnet45,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,0
distress_control|distress|efficiency|before|target_first|sonnet45|106,sonnet45,T10646,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|efficiency|before|target_first|sonnet45|104,sonnet45,T10526,distress_control,ai,sonnet45,distress,efficiency,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|sonnet45|104,sonnet45,T10644,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|sonnet45|103,sonnet45,T10525,distress_control,ai,sonnet45,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,0
distress_control|distress|efficiency|before|target_first|sonnet45|103,sonnet45,T10643,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|efficiency|before|target_first|sonnet45|099,sonnet45,T10524,distress_control,ai,sonnet45,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|sonnet45|099,sonnet45,T10639,distress_control,human,,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|sonnet45|095,sonnet45,T10523,distress_control,ai,sonnet45,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|095,sonnet45,T10635,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|083,sonnet45,T10522,distress_control,ai,sonnet45,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|sonnet45|083,sonnet45,T10623,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|sonnet45|072,sonnet45,T10521,distress_control,ai,sonnet45,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|sonnet45|072,sonnet45,T10612,distress_control,human,,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|sonnet45|061,sonnet45,T10520,distress_control,ai,sonnet45,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|sonnet45|061,sonnet45,T10601,distress_control,human,,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|sonnet45|044,sonnet45,T10519,distress_control,ai,sonnet45,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|sonnet45|044,sonnet45,T10584,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,0
